symbol,description,exchange,listedMarket,securityType
@MWK26-@KWN26,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT July 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWK26-@KWU26,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT September 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWK26-@KWZ26,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT December 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWK26-@KWH27,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT March 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWK26-@KWK27,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT May 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWK26-@KWN27,HARD RED SPRING WHEAT-MGE May 2026 / HARD RED WINTER WHEAT July 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWN25,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT July 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWU25,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT September 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWZ25,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT December 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWH26,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT March 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWK26,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT May 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWN26,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT July 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWU26,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT September 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWZ26,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT December 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWH27,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT March 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWK27,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT May 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWN26-@KWN27,HARD RED SPRING WHEAT-MGE July 2026 / HARD RED WINTER WHEAT July 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWN25,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT July 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWU25,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT September 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWZ25,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT December 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWH26,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT March 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWK26,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT May 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWN26,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT July 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWU26,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT September 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWZ26,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT December 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWH27,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT March 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWK27,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT May 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWU26-@KWN27,HARD RED SPRING WHEAT-MGE September 2026 / HARD RED WINTER WHEAT July 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWN25,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT July 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWU25,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT September 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWZ25,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT December 2025 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWH26,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT March 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWK26,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT May 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWN26,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT July 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWU26,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT September 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWZ26,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT December 2026 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWH27,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT March 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWK27,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT May 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
@MWZ26-@KWN27,HARD RED SPRING WHEAT-MGE December 2026 / HARD RED WINTER WHEAT July 2027 IC SPREAD,MGCB,MGCB,ICSPREAD
